sample_id,ena_run
AB0502-C,ERR1714223
AB0502-C,ERR1714187
AB0502-C,ERR1714259
AB0503-C,ERR1714188
AB0503-C,ERR1714224
AB0503-C,ERR1714260
AB0504-C,ERR1714189
AB0504-C,ERR1714225
AB0504-C,ERR1714261
AB0505-C,ERR1714190
AB0505-C,ERR1714226
AB0505-C,ERR1714262
AB0508-C,ERR1714191
AB0508-C,ERR1714227
AB0508-C,ERR1714263
AB0509-C,ERR1714264
AB0509-C,ERR1714228
AB0509-C,ERR1714192
AB0510-C,ERR1714229
AB0510-C,ERR1714265
AB0510-C,ERR1714193
AB0517-C,ERR1714194
AB0517-C,ERR1714230
AB0517-C,ERR1714266
AB0523-C,ERR1714195
AB0523-C,ERR1714231
AB0523-C,ERR1714267
AB0524-C,ERR1714196
AB0524-C,ERR1714232
AB0524-C,ERR1714268
AB0525-C,ERR1714233
AB0525-C,ERR1714197
AB0525-C,ERR1714269
AB0526-C,ERR1714234
AB0526-C,ERR1714198
AB0526-C,ERR1714270
AB0527-C,ERR1714271
AB0527-C,ERR1714199
AB0527-C,ERR1714235
AB0528-C,ERR1714200
AB0528-C,ERR1714236
AB0528-C,ERR1714272
AB0529-C,ERR1714201
AB0529-C,ERR1714237
AB0529-C,ERR1714273
AB0530-C,ERR1714202
AB0530-C,ERR1714238
AB0530-C,ERR1714274
AB0531-C,ERR1714203
AB0531-C,ERR1714239
AB0531-C,ERR1714275
AB0532-C,ERR1714276
AB0532-C,ERR1714240
AB0532-C,ERR1714204
AB0533-C,ERR1714241
AB0533-C,ERR1714277
AB0533-C,ERR1714205
AB0536-C,ERR1714206
AB0536-C,ERR1714242
AB0536-C,ERR1714278
AB0537-C,ERR1714207
AB0537-C,ERR1714243
AB0537-C,ERR1714279
AB0538-C,ERR1714208
AB0538-C,ERR1714244
AB0538-C,ERR1714280
AB0298-C,ERR1638729
AB0298-C,ERR1702222
AB0298-C,ERR1702258
AB0299-C,ERR1638730
AB0299-C,ERR1702223
AB0299-C,ERR1702259
AB0301-C,ERR1638731
AB0301-C,ERR1702224
AB0301-C,ERR1702260
AB0302-C,ERR1702261
AB0302-C,ERR1638732
AB0302-C,ERR1702225
AB0303-C,ERR1638733
AB0303-C,ERR1702226
AB0303-C,ERR1702262
AB0309-C,ERR1702263
AB0309-C,ERR1638734
AB0309-C,ERR1702227
AB0312-C,ERR1702264
AB0312-C,ERR1702228
AB0312-C,ERR1638735
AB0313-C,ERR1638736
AB0313-C,ERR1702229
AB0313-C,ERR1702265
AB0314-C,ERR1638737
AB0314-C,ERR1702230
AB0314-C,ERR1702266
AB0315-C,ERR1702231
AB0315-C,ERR1702267
AB0315-C,ERR1638738
AB0316-C,ERR1638739
AB0316-C,ERR1702232
AB0316-C,ERR1702268
AB0318-C,ERR1638741
AB0318-C,ERR1702234
AB0318-C,ERR1702270
AB0325-C,ERR1702241
AB0325-C,ERR1638748
AB0325-C,ERR1702277
BP0001-C,ERR1638681
BP0001-C,ERR1638645
BP0001-C,ERR1638609
BP0002-C,ERR1638646
BP0002-C,ERR1638682
BP0002-C,ERR1638610
BP0003-C,ERR1638611
BP0003-C,ERR1638647
BP0003-C,ERR1638683
BP0004-C,ERR1638612
BP0004-C,ERR1638648
BP0004-C,ERR1638684
BP0006-C,ERR1638614
BP0006-C,ERR1638650
BP0006-C,ERR1638686
BP0007-C,ERR1638615
BP0007-C,ERR1638651
BP0007-C,ERR1638687
BP0008-C,ERR1638688
BP0008-C,ERR1638616
BP0008-C,ERR1638652
BP0009-C,ERR1620635
BP0009-C,ERR1620779
BP0009-C,ERR1638689
BP0010-C,ERR1620636
BP0010-C,ERR1638690
BP0010-C,ERR1620780
BP0011-C,ERR1620637
BP0011-C,ERR1620781
BP0011-C,ERR1638691
BP0012-C,ERR1620782
BP0012-C,ERR1620638
BP0012-C,ERR1638692
BP0013-C,ERR1620783
BP0013-C,ERR1638693
BP0013-C,ERR1620639
BP0015-C,ERR1620641
BP0015-C,ERR1620785
BP0015-C,ERR1638695
BP0016-C,ERR1620786
BP0016-C,ERR1638696
BP0016-C,ERR1620642
BP0017-C,ERR1620643
BP0017-C,ERR1620787
BP0017-C,ERR1638697
BP0018-C,ERR1620644
BP0018-C,ERR1620788
BP0018-C,ERR1638698
BP0019-C,ERR1638699
BP0019-C,ERR1620789
BP0019-C,ERR1620645
BP0020-C,ERR1620790
BP0020-C,ERR1638700
BP0020-C,ERR1620646
BP0021-C,ERR1638701
BP0021-C,ERR1620791
BP0021-C,ERR1620647
BP0022-C,ERR1638702
BP0022-C,ERR1620792
BP0022-C,ERR1620648
BP0023-C,ERR1638703
BP0023-C,ERR1620649
BP0023-C,ERR1620793
BP0024-C,ERR1620650
BP0024-C,ERR1620794
BP0024-C,ERR1638704
BP0025-C,ERR1620651
BP0025-C,ERR1620795
BP0025-C,ERR1638705
BP0026-C,ERR1620652
BP0026-C,ERR1620796
BP0026-C,ERR1638706
BP0027-C,ERR1620797
BP0027-C,ERR1620653
BP0027-C,ERR1638707
BP0028-C,ERR1620654
BP0028-C,ERR1620798
BP0028-C,ERR1638708
BP0029-C,ERR1620655
BP0029-C,ERR1620799
BP0029-C,ERR1638709
BP0030-C,ERR1620656
BP0030-C,ERR1620800
BP0030-C,ERR1638710
BP0031-C,ERR1638711
BP0031-C,ERR1620657
BP0031-C,ERR1620801
BP0032-C,ERR1620658
BP0032-C,ERR1638712
BP0032-C,ERR1620802
BP0033-C,ERR1638713
BP0033-C,ERR1620803
BP0033-C,ERR1620659
BP0034-C,ERR1620804
BP0034-C,ERR1620660
BP0034-C,ERR1638714
BP0035-C,ERR1620805
BP0035-C,ERR1620661
BP0035-C,ERR1638715
BP0036-C,ERR1620662
BP0036-C,ERR1620806
BP0036-C,ERR1638716
BP0037-C,ERR1620663
BP0037-C,ERR1620807
BP0037-C,ERR1638717
BP0038-C,ERR1620664
BP0038-C,ERR1620808
BP0038-C,ERR1638718
BP0039-C,ERR1620665
BP0039-C,ERR1620809
BP0039-C,ERR1638719
BP0040-C,ERR1620666
BP0040-C,ERR1620810
BP0040-C,ERR1638720
BP0041-C,ERR1620811
BP0041-C,ERR1638721
BP0041-C,ERR1620667
BP0042-C,ERR1620668
BP0042-C,ERR1638722
BP0042-C,ERR1620812
BP0043-C,ERR1638723
BP0043-C,ERR1620813
BP0043-C,ERR1620669
BP0044-C,ERR1638724
BP0044-C,ERR1620814
BP0044-C,ERR1620670
BP0045-C,ERR1620743
BP0045-C,ERR1620707
BP0045-C,ERR1620671
BP0046-C,ERR1620708
BP0046-C,ERR1620744
BP0046-C,ERR1620672
BP0047-C,ERR1620745
BP0047-C,ERR1620673
BP0047-C,ERR1620709
BP0048-C,ERR1620674
BP0048-C,ERR1620710
BP0048-C,ERR1620746
BP0049-C,ERR1620675
BP0049-C,ERR1620711
BP0049-C,ERR1620747
BP0050-C,ERR1620712
BP0050-C,ERR1620676
BP0050-C,ERR1620748
BP0051-C,ERR1620749
BP0051-C,ERR1620713
BP0051-C,ERR1620677
BP0052-C,ERR1620678
BP0052-C,ERR1620714
BP0052-C,ERR1620750
BP0053-C,ERR1620751
BP0053-C,ERR1620679
BP0053-C,ERR1620715
BP0054-C,ERR1620680
BP0054-C,ERR1620716
BP0054-C,ERR1620752
BP0055-C,ERR1620681
BP0055-C,ERR1620717
BP0055-C,ERR1620753
BP0056-C,ERR1620754
BP0056-C,ERR1620718
BP0056-C,ERR1620682
BP0057-C,ERR1620719
BP0057-C,ERR1620755
BP0057-C,ERR1620683
BP0058-C,ERR1620756
BP0058-C,ERR1620720
BP0058-C,ERR1620684
BP0059-C,ERR1620757
BP0059-C,ERR1620721
BP0059-C,ERR1620685
BP0060-C,ERR1620758
BP0060-C,ERR1620686
BP0060-C,ERR1620722
BP0061-C,ERR1620723
BP0061-C,ERR1620687
BP0061-C,ERR1620759
BP0062-C,ERR1620688
BP0062-C,ERR1620724
BP0062-C,ERR1620760
BP0064-C,ERR1620725
BP0064-C,ERR1620761
BP0064-C,ERR1620689
BP0065-C,ERR1620690
BP0065-C,ERR1620726
BP0065-C,ERR1620762
BP0066-C,ERR1620691
BP0066-C,ERR1620727
BP0066-C,ERR1620763
BP0067-C,ERR1620692
BP0067-C,ERR1620764
BP0067-C,ERR1620728
BP0069-C,ERR1620693
BP0069-C,ERR1620729
BP0069-C,ERR1620765
BP0070-C,ERR1620730
BP0070-C,ERR1620694
BP0070-C,ERR1620766
BP0071-C,ERR1620767
BP0071-C,ERR1620731
BP0071-C,ERR1620695
BP0072-C,ERR1620696
BP0072-C,ERR1620732
BP0072-C,ERR1620768
BP0074-C,ERR1620698
BP0074-C,ERR1620734
BP0074-C,ERR1620770
BP0075-C,ERR1620699
BP0075-C,ERR1620735
BP0075-C,ERR1620771
BP0076-C,ERR1620772
BP0076-C,ERR1620700
BP0076-C,ERR1620736
BP0077-C,ERR1620701
BP0077-C,ERR1620737
BP0077-C,ERR1620773
BP0078-C,ERR1620702
BP0078-C,ERR1620738
BP0078-C,ERR1620774
BP0079-C,ERR1620703
BP0079-C,ERR1620739
BP0079-C,ERR1620775
BP0080-C,ERR1620776
BP0080-C,ERR1620704
BP0080-C,ERR1620740
BP0081-C,ERR1620777
BP0081-C,ERR1620741
BP0081-C,ERR1620705
BK0001-C,ERR1560358
BK0001-C,ERR1560394
BK0001-C,ERR1560430
BK0002-C,ERR1560359
BK0002-C,ERR1560395
BK0002-C,ERR1560431
BK0003-C,ERR1560360
BK0003-C,ERR1560396
BK0003-C,ERR1560432
BK0005-C,ERR1560361
BK0005-C,ERR1560397
BK0005-C,ERR1560433
BK0006-C,ERR1560434
BK0006-C,ERR1560398
BK0006-C,ERR1560362
BK0007-C,ERR1560363
BK0007-C,ERR1560399
BK0007-C,ERR1560435
BK0008-C,ERR1560364
BK0008-C,ERR1560400
BK0008-C,ERR1560436
BK0009-C,ERR1560365
BK0009-C,ERR1560401
BK0009-C,ERR1560437
BK0010-C,ERR1560366
BK0010-C,ERR1560402
BK0010-C,ERR1560438
BK0011-C,ERR1560439
BK0011-C,ERR1560367
BK0011-C,ERR1560403
BK0013-C,ERR1560368
BK0013-C,ERR1560404
BK0013-C,ERR1560440
BK0014-C,ERR1560369
BK0014-C,ERR1560405
BK0014-C,ERR1560441
BK0015-C,ERR1560370
BK0015-C,ERR1560406
BK0015-C,ERR1560442
BK0016-C,ERR1560443
BK0016-C,ERR1560407
BK0016-C,ERR1560371
BK0017-C,ERR1560372
BK0017-C,ERR1560408
BK0017-C,ERR1560444
BK0018-C,ERR1560373
BK0018-C,ERR1560409
BK0018-C,ERR1560445
BK0019-C,ERR1560374
BK0019-C,ERR1560410
BK0019-C,ERR1560446
BK0021-C,ERR1560411
BK0021-C,ERR1560447
BK0021-C,ERR1560375
BK0022-C,ERR1560448
BK0022-C,ERR1560376
BK0022-C,ERR1560412
BK0023-C,ERR1560377
BK0023-C,ERR1560413
BK0023-C,ERR1560449
BK0024-C,ERR1560378
BK0024-C,ERR1560414
BK0024-C,ERR1560450
BK0025-C,ERR1560379
BK0025-C,ERR1560415
BK0025-C,ERR1560451
BK0026-C,ERR1560416
BK0026-C,ERR1560452
BK0026-C,ERR1560380
BK0027-C,ERR1560381
BK0027-C,ERR1560417
BK0027-C,ERR1560453
BK0029-C,ERR1560382
BK0029-C,ERR1560418
BK0029-C,ERR1560454
BK0030-C,ERR1560383
BK0030-C,ERR1560419
BK0030-C,ERR1560455
BK0031-C,ERR1560384
BK0031-C,ERR1560420
BK0031-C,ERR1560456
BK0032-C,ERR1560457
BK0032-C,ERR1560421
BK0032-C,ERR1560385
BK0033-C,ERR1560386
BK0033-C,ERR1560422
BK0033-C,ERR1560458
BK0034-C,ERR1560387
BK0034-C,ERR1560423
BK0034-C,ERR1560459
BK0035-C,ERR1560460
BK0035-C,ERR1560388
BK0035-C,ERR1560424
BK0037-C,ERR1560461
BK0037-C,ERR1560425
BK0037-C,ERR1560389
BK0038-C,ERR1560390
BK0038-C,ERR1560426
BK0038-C,ERR1560462
BK0039-C,ERR1560463
BK0039-C,ERR1560391
BK0039-C,ERR1560427
BK0040-C,ERR1560428
BK0040-C,ERR1560464
BK0040-C,ERR1560392
BK0041-C,ERR1560429
BK0041-C,ERR1560465
BK0041-C,ERR1560393
BK0042-C,ERR1560286
BK0042-C,ERR1560250
BK0042-C,ERR1560214
BK0043-C,ERR1560215
BK0043-C,ERR1560251
BK0043-C,ERR1560287
BK0045-C,ERR1560216
BK0045-C,ERR1560252
BK0045-C,ERR1560288
BK0046-C,ERR1560217
BK0046-C,ERR1560253
BK0046-C,ERR1560289
BK0047-C,ERR1560254
BK0047-C,ERR1560290
BK0047-C,ERR1560218
BK0048-C,ERR1560219
BK0048-C,ERR1560255
BK0048-C,ERR1560291
BK0049-C,ERR1560220
BK0049-C,ERR1560256
BK0049-C,ERR1560292
BK0050-C,ERR1560221
BK0050-C,ERR1560257
BK0050-C,ERR1560293
BK0051-C,ERR1560294
BK0051-C,ERR1560222
BK0051-C,ERR1560258
BK0053-C,ERR1560295
BK0053-C,ERR1560259
BK0053-C,ERR1560223
BK0054-C,ERR1560224
BK0054-C,ERR1560260
BK0054-C,ERR1560296
BK0055-C,ERR1560225
BK0055-C,ERR1560261
BK0055-C,ERR1560297
BK0056-C,ERR1560226
BK0056-C,ERR1560262
BK0056-C,ERR1560298
BK0057-C,ERR1560263
BK0057-C,ERR1560299
BK0057-C,ERR1560227
BK0058-C,ERR1560228
BK0058-C,ERR1560264
BK0058-C,ERR1560300
BK0059-C,ERR1560229
BK0059-C,ERR1560265
BK0059-C,ERR1560301
BK0061-C,ERR1560230
BK0061-C,ERR1560266
BK0061-C,ERR1560302
BK0062-C,ERR1560303
BK0062-C,ERR1560231
BK0062-C,ERR1560267
BK0063-C,ERR1560268
BK0063-C,ERR1560304
BK0063-C,ERR1560232
BK0064-C,ERR1560233
BK0064-C,ERR1560269
BK0064-C,ERR1560305
BK0065-C,ERR1560234
BK0065-C,ERR1560270
BK0065-C,ERR1560306
BK0066-C,ERR1560235
BK0066-C,ERR1560271
BK0066-C,ERR1560307
BK0067-C,ERR1560272
BK0067-C,ERR1560308
BK0067-C,ERR1560236
BK0069-C,ERR1560237
BK0069-C,ERR1560273
BK0069-C,ERR1560309
BK0070-C,ERR1560238
BK0070-C,ERR1560274
BK0070-C,ERR1560310
BK0071-C,ERR1560239
BK0071-C,ERR1560275
BK0071-C,ERR1560311
BK0072-C,ERR1560312
BK0072-C,ERR1560240
BK0072-C,ERR1560276
BK0074-C,ERR1560313
BK0074-C,ERR1560241
BK0074-C,ERR1560277
BK0077-C,ERR1560242
BK0077-C,ERR1560278
BK0077-C,ERR1560314
BK0078-C,ERR1560243
BK0078-C,ERR1560279
BK0078-C,ERR1560315
BK0080-C,ERR1560244
BK0080-C,ERR1560280
BK0080-C,ERR1560316
BK0081-C,ERR1560317
BK0081-C,ERR1560245
BK0081-C,ERR1560281
BK0082-C,ERR1560246
BK0082-C,ERR1560282
BK0082-C,ERR1560318
BK0083-C,ERR1560247
BK0083-C,ERR1560283
BK0083-C,ERR1560319
BK0085-C,ERR1560284
BK0085-C,ERR1560248
BK0085-C,ERR1560320
BK0086-C,ERR1560285
BK0086-C,ERR1560249
BK0086-C,ERR1560321
BK0094-CW,ERR2496823
BK0094-CW,ERR2496788
BK0094-CW,ERR2496858
AY0006-C,ERR388011
AY0006-C,ERR388131
AY0006-C,ERR388143
AY0007-C,ERR387999
AY0007-C,ERR388107
AY0007-C,ERR388119
AY0010-C,ERR403973
AY0010-C,ERR388214
AY0010-C,ERR403961
AY0011-C,ERR388147
AY0011-C,ERR388135
AY0011-C,ERR388015
AY0012-C,ERR388016
AY0012-C,ERR388136
AY0012-C,ERR388148
AY0013-C,ERR403833
AY0013-C,ERR403821
AY0013-C,ERR403809
AY0014-C,ERR387956
AY0014-C,ERR388028
AY0014-C,ERR404038
AY0015-C,ERR387918
AY0015-C,ERR387906
AY0015-C,ERR376596
AY0016-C,ERR387895
AY0016-C,ERR387883
AY0016-C,ERR376585
AY0017-C,ERR403819
AY0017-C,ERR403831
AY0017-C,ERR403807
AY0018-C,ERR388120
AY0018-C,ERR388108
AY0018-C,ERR388000
AY0019-C,ERR388109
AY0019-C,ERR388001
AY0019-C,ERR388121
AY0020-C,ERR376605
AY0020-C,ERR387927
AY0020-C,ERR387939
AY0021-C,ERR387880
AY0021-C,ERR376582
AY0021-C,ERR387892
AY0023-C,ERR388099
AY0023-C,ERR387991
AY0023-C,ERR388087
AY0024-C,ERR404012
AY0024-C,ERR404024
AY0024-C,ERR388241
AY0025-C,ERR387752
AY0025-C,ERR403800
AY0025-C,ERR403788
AY0026-C,ERR388060
AY0026-C,ERR388072
AY0026-C,ERR387976
AY0027-C,ERR387847
AY0027-C,ERR387835
AY0027-C,ERR376561
AY0028-C,ERR404033
AY0028-C,ERR388023
AY0028-C,ERR387951
AY0029-C,ERR403795
AY0029-C,ERR403783
AY0029-C,ERR387747
AY0031-C,ERR387868
AY0031-C,ERR387856
AY0031-C,ERR376570
AY0032-C,ERR376558
AY0032-C,ERR387844
AY0032-C,ERR387832
AY0033-C,ERR376545
AY0033-C,ERR387819
AY0033-C,ERR387807
AY0034-C,ERR387798
AY0034-C,ERR387786
AY0034-C,ERR376536
AY0035-C,ERR388215
AY0035-C,ERR403962
AY0035-C,ERR403974
AY0036-C,ERR403834
AY0036-C,ERR403822
AY0036-C,ERR403810
AY0038-C,ERR388088
AY0038-C,ERR388100
AY0038-C,ERR387992
AY0039-C,ERR387915
AY0039-C,ERR376593
AY0039-C,ERR387903
AY0040-C,ERR387748
AY0040-C,ERR403784
AY0040-C,ERR403796
AY0041-C,ERR388085
AY0041-C,ERR387989
AY0041-C,ERR388097
AY0042-C,ERR376594
AY0042-C,ERR387916
AY0042-C,ERR387904
AY0043-C,ERR403808
AY0043-C,ERR403820
AY0043-C,ERR403832
AY0044-C,ERR388048
AY0044-C,ERR387964
AY0044-C,ERR388036
AY0045-C,ERR387893
AY0045-C,ERR387881
AY0045-C,ERR376583
AY0046-C,ERR387750
AY0046-C,ERR403786
AY0046-C,ERR403798
AY0047-C,ERR403950
AY0047-C,ERR403938
AY0047-C,ERR388203
AY0048-C,ERR404000
AY0048-C,ERR403988
AY0048-C,ERR388229
AY0049-C,ERR387941
AY0049-C,ERR376607
AY0049-C,ERR387929
AY0050-C,ERR387987
AY0050-C,ERR388095
AY0050-C,ERR388083
AY0052-C,ERR387879
AY0052-C,ERR387891
AY0052-C,ERR376581
AY0053-C,ERR388238
AY0053-C,ERR404009
AY0053-C,ERR404021
AY0054-C,ERR387749
AY0054-C,ERR403797
AY0054-C,ERR403785
AY0055-C,ERR376535
AY0055-C,ERR387785
AY0055-C,ERR387797
AY0056-C,ERR403998
AY0056-C,ERR403986
AY0056-C,ERR388227
AY0057-C,ERR387751
AY0057-C,ERR403799
AY0057-C,ERR403787
AY0058-C,ERR403811
AY0058-C,ERR403835
AY0058-C,ERR403823
AY0059-C,ERR376560
AY0059-C,ERR387846
AY0059-C,ERR387834
AY0060-C,ERR387848
AY0060-C,ERR387836
AY0060-C,ERR376562
AY0061-C,ERR376569
AY0061-C,ERR387855
AY0061-C,ERR387867
AY0062-C,ERR387784
AY0062-C,ERR376534
AY0062-C,ERR387796
AY0063-C,ERR388013
AY0063-C,ERR388133
AY0063-C,ERR388145
AY0064-C,ERR376557
AY0064-C,ERR387831
AY0064-C,ERR387843
AY0065-C,ERR388239
AY0065-C,ERR404010
AY0065-C,ERR404022
AY0066-C,ERR404011
AY0066-C,ERR388240
AY0066-C,ERR404023
AY0067-C,ERR387845
AY0067-C,ERR387833
AY0067-C,ERR376559
AY0068-C,ERR387882
AY0068-C,ERR376584
AY0068-C,ERR387894
AY0069-C,ERR403801
AY0069-C,ERR403789
AY0069-C,ERR387753
AY0070-C,ERR387754
AY0070-C,ERR403790
AY0070-C,ERR403802
AY0071-C,ERR387965
AY0071-C,ERR388037
AY0071-C,ERR388049
AY0072-C,ERR376533
AY0072-C,ERR387795
AY0072-C,ERR387783
AY0073-C,ERR388024
AY0073-C,ERR404034
AY0073-C,ERR387952
AY0074-C,ERR403997
AY0074-C,ERR403985
AY0074-C,ERR388226
AY0075-C,ERR387954
AY0075-C,ERR388026
AY0075-C,ERR404036
AY0076-C,ERR388111
AY0076-C,ERR388003
AY0076-C,ERR388123
AY0077-C,ERR387928
AY0077-C,ERR376606
AY0077-C,ERR387940
AY0078-C,ERR376537
AY0078-C,ERR387787
AY0078-C,ERR387799
AY0079-C,ERR388004
AY0079-C,ERR388112
AY0079-C,ERR388124
AY0080-C,ERR404025
AY0080-C,ERR388242
AY0080-C,ERR404013
AY0082-C,ERR388005
AY0082-C,ERR388113
AY0082-C,ERR388125
AY0083-C,ERR388132
AY0083-C,ERR388144
AY0083-C,ERR388012
AY0084-C,ERR387953
AY0084-C,ERR388025
AY0084-C,ERR404035
AY0085-C,ERR388098
AY0085-C,ERR388086
AY0085-C,ERR387990
AY0086-C,ERR388122
AY0086-C,ERR388002
AY0086-C,ERR388110
AY0087-C,ERR388035
AY0087-C,ERR388047
AY0087-C,ERR387963
AY0088-C,ERR387905
AY0088-C,ERR376595
AY0088-C,ERR387917
AY0089-C,ERR403999
AY0089-C,ERR403987
AY0089-C,ERR388228
AY0090-C,ERR388071
AY0090-C,ERR387975
AY0090-C,ERR388059
AY0091-C,ERR376571
AY0091-C,ERR387857
AY0091-C,ERR387869
AY0092-C,ERR388029
AY0092-C,ERR404039
AY0092-C,ERR387957
AN0007-C,ERR320090
AN0007-C,ERR323532
AN0007-C,ERR323544
AN0008-C,ERR317379
AN0008-C,ERR323484
AN0008-C,ERR323496
AN0009-C,ERR317382
AN0009-C,ERR323487
AN0009-C,ERR323499
AN0010-C,ERR317296
AN0010-C,ERR340904
AN0010-C,ERR340916
AN0011-C,ERR323550
AN0011-C,ERR323538
AN0011-C,ERR320096
AN0012-C,ERR317297
AN0012-C,ERR340905
AN0012-C,ERR340917
AN0013-C,ERR317374
AN0013-C,ERR323479
AN0013-C,ERR323491
AN0014-C,ERR317381
AN0014-C,ERR323486
AN0014-C,ERR323498
AN0015-C,ERR320089
AN0015-C,ERR323531
AN0015-C,ERR323543
AN0016-C,ERR340921
AN0016-C,ERR340909
AN0016-C,ERR317301
AN0017-Cx,ERR495743
AN0017-Cx,ERR501980
AN0017-Cx,ERR502028
AN0018-C,ERR326914
AN0018-C,ERR331648
AN0018-C,ERR331660
AN0019-C,ERR320093
AN0019-C,ERR323535
AN0019-C,ERR323547
AN0020-C,ERR320091
AN0020-C,ERR323533
AN0020-C,ERR323545
AN0021-C,ERR323539
AN0021-C,ERR323527
AN0021-C,ERR320085
AN0022-C,ERR317385
AN0022-C,ERR323490
AN0022-C,ERR323502
AN0023-C,ERR317378
AN0023-C,ERR323483
AN0023-C,ERR323495
AN0024-C,ERR317293
AN0024-C,ERR340901
AN0024-C,ERR340913
AN0025-Cx,ERR495745
AN0025-Cx,ERR501982
AN0025-Cx,ERR502030
AN0026-Cx,ERR502026
AN0026-Cx,ERR495741
AN0026-Cx,ERR501978
AN0027-C,ERR317291
AN0027-C,ERR340899
AN0027-C,ERR340911
AN0028-C,ERR326918
AN0028-C,ERR331652
AN0028-C,ERR331664
AN0029-C,ERR317377
AN0029-C,ERR323482
AN0029-C,ERR323494
AN0030-C,ERR340907
AN0030-C,ERR340919
AN0030-C,ERR317299
AN0031-C,ERR317384
AN0031-C,ERR323489
AN0031-C,ERR323501
AN0032-C,ERR317376
AN0032-C,ERR323481
AN0032-C,ERR323493
AN0033-C,ERR317300
AN0033-C,ERR340908
AN0033-C,ERR340920
AN0034-C,ERR323500
AN0034-C,ERR317383
AN0034-C,ERR323488
AN0035-C,ERR340915
AN0035-C,ERR340903
AN0035-C,ERR317295
AN0036-C,ERR317375
AN0036-C,ERR323480
AN0036-C,ERR323492
AN0037-C,ERR317292
AN0037-C,ERR340900
AN0037-C,ERR340912
AN0038-C,ERR320087
AN0038-C,ERR323529
AN0038-C,ERR323541
AN0039-C,ERR323530
AN0039-C,ERR323542
AN0039-C,ERR320088
AN0040-C,ERR320092
AN0040-C,ERR323534
AN0040-C,ERR323546
AN0041-C,ERR320095
AN0041-C,ERR323537
AN0041-C,ERR323549
AN0042-C,ERR317380
AN0042-C,ERR323485
AN0042-C,ERR323497
AN0043-C,ERR323540
AN0043-C,ERR320086
AN0043-C,ERR323528
AN0044-C,ERR340906
AN0044-C,ERR340918
AN0044-C,ERR317298
AN0045-C,ERR323565
AN0045-C,ERR323553
AN0045-C,ERR320099
AN0046-C,ERR320104
AN0046-C,ERR323558
AN0046-C,ERR323570
AN0047-C,ERR320098
AN0047-C,ERR323552
AN0047-C,ERR323564
AN0048-C,ERR320107
AN0048-C,ERR323561
AN0048-C,ERR323573
AN0049-C,ERR323562
AN0049-C,ERR323574
AN0049-C,ERR320108
AN0050-C,ERR320100
AN0050-C,ERR323554
AN0050-C,ERR323566
AN0051-C,ERR317290
AN0051-C,ERR340898
AN0051-C,ERR340910
AN0053-C,ERR320094
AN0053-C,ERR323536
AN0053-C,ERR323548
AN0054-C,ERR340914
AN0054-C,ERR317294
AN0054-C,ERR340902
AN0055-C,ERR323555
AN0055-C,ERR323567
AN0055-C,ERR320101
AN0056-C,ERR326840
AN0056-C,ERR331514
AN0056-C,ERR331526
AN0057-C,ERR326839
AN0057-C,ERR331513
AN0057-C,ERR331525
AN0058-C,ERR320097
AN0058-C,ERR323551
AN0058-C,ERR323563
AN0059-C,ERR331531
AN0059-C,ERR326845
AN0059-C,ERR331519
AN0060-C,ERR323421
AN0060-C,ERR323409
AN0060-C,ERR317304
AN0061-Cx,ERR495736
AN0061-Cx,ERR501973
AN0061-Cx,ERR502021
AN0062-C,ERR317308
AN0062-C,ERR323413
AN0062-C,ERR323425
AN0063-Cx,ERR501925
AN0063-Cx,ERR491204
AN0063-Cx,ERR495688
AN0064-C,ERR331647
AN0064-C,ERR331659
AN0064-C,ERR326913
AN0065-Cx,ERR495691
AN0065-Cx,ERR501928
AN0065-Cx,ERR491207
AN0066-C,ERR320105
AN0066-C,ERR323559
AN0066-C,ERR323571
AN0067-Cx,ERR491209
AN0067-Cx,ERR495693
AN0067-Cx,ERR501930
AN0068-Cx,ERR491203
AN0068-Cx,ERR495687
AN0068-Cx,ERR501924
AN0069-C,ERR326847
AN0069-C,ERR331521
AN0069-C,ERR331533
AN0070-C,ERR331655
AN0070-C,ERR331643
AN0070-C,ERR326909
AN0071-C,ERR317311
AN0071-C,ERR323416
AN0071-C,ERR323428
AN0072-Cx,ERR495746
AN0072-Cx,ERR501983
AN0072-Cx,ERR502031
AN0073-C,ERR317305
AN0073-C,ERR323410
AN0073-C,ERR323422
AN0074-C,ERR317302
AN0074-C,ERR323407
AN0074-C,ERR323419
AN0075-Cx,ERR501929
AN0075-Cx,ERR495692
AN0075-Cx,ERR491208
AN0076-C,ERR317303
AN0076-C,ERR323408
AN0076-C,ERR323420
AN0077-C,ERR326912
AN0077-C,ERR331646
AN0077-C,ERR331658
AN0078-C,ERR326844
AN0078-C,ERR331518
AN0078-C,ERR331530
AN0079-C,ERR323426
AN0079-C,ERR323414
AN0079-C,ERR317309
AN0080-C,ERR320102
AN0080-C,ERR323556
AN0080-C,ERR323568
AN0081-C,ERR317310
AN0081-C,ERR323415
AN0081-C,ERR323427
AN0082-C,ERR317307
AN0082-C,ERR323412
AN0082-C,ERR323424
AN0083-C,ERR323581
AN0083-C,ERR323593
AN0083-C,ERR320115
AN0084-C,ERR323417
AN0084-C,ERR323429
AN0084-C,ERR317312
AN0085-C,ERR323597
AN0085-C,ERR323585
AN0085-C,ERR320119
AN0086-C,ERR320118
AN0086-C,ERR323584
